contract_uid,contract_type,dataset,contract_basename,pdf_path,is_pdf_renamed,txt_path,is_txt_matched,is_txt_renamed,raw_html_path,is_raw_html_matched,is_raw_html_renamed,processed_html_path,ocr_results_path,pipeline_results_path,pipeline_results_csv_path,pipeline_results_json_path,processing_status
ct_407,Manufacturing,cuad,Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_407.PDF,True,CUAD_v1/full_contract_txt/ct_407.txt,True,True,,False,False,,,,,,
ct_408,Manufacturing,cuad,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_408.PDF,True,CUAD_v1/full_contract_txt/ct_408.txt,True,True,,False,False,,,,,,
ct_409,Manufacturing,cuad,ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement ,CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_409.PDF,True,CUAD_v1/full_contract_txt/ct_409.txt,True,True,,False,False,,,,,,
ct_41,Development,cuad,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_41.pdf,True,CUAD_v1/full_contract_txt/ct_41.txt,True,True,CUAD_v1/contract_raw_html/ct_41.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_41_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_41/ct_41_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_41/ct_41.json,True
ct_410,Manufacturing,cuad,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_410.PDF,True,CUAD_v1/full_contract_txt/ct_410.txt,True,True,,False,False,,,,,,
ct_411,Manufacturing,cuad,"Sonos, Inc. - Manufacturing Agreement ",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_411.PDF,True,CUAD_v1/full_contract_txt/ct_411.txt,True,True,CUAD_v1/contract_raw_html/ct_411.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_411_ocr_results.json,,,,True
ct_412,Manufacturing,cuad,"VAPOTHERM, INC. - Manufacturing and Supply Agreement",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_412.PDF,True,CUAD_v1/full_contract_txt/ct_412.txt,True,True,CUAD_v1/contract_raw_html/ct_412.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_412_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_412/ct_412_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_412/ct_412.json,True
ct_413,Marketing,cuad,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_413.PDF,True,CUAD_v1/full_contract_txt/ct_413.txt,True,True,,False,False,,,,,,
ct_414,Marketing,cuad,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_414.PDF,True,CUAD_v1/full_contract_txt/ct_414.txt,True,True,,False,False,,,,,,
ct_415,Marketing,cuad,"Loop Industries, Inc. - Marketing Agreement",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_415.PDF,True,CUAD_v1/full_contract_txt/ct_415.txt,True,True,,False,False,,,,,,
ct_416,Marketing,cuad,"MetLife, Inc. - Remarketing Agreement",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_416.PDF,True,CUAD_v1/full_contract_txt/ct_416.txt,True,True,,False,False,,,,,,
ct_417,Marketing,cuad,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_417.PDF,True,CUAD_v1/full_contract_txt/ct_417.txt,True,True,CUAD_v1/contract_raw_html/ct_417.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_417_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_417/ct_417_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_417/ct_417.json,True
ct_418,Marketing,cuad,NUVEEN - REMARKETING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_418.PDF,True,CUAD_v1/full_contract_txt/ct_418.txt,True,True,CUAD_v1/contract_raw_html/ct_418.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_418_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_418/ct_418_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_418/ct_418.json,True
ct_419,Marketing,cuad,"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_419.PDF,True,CUAD_v1/full_contract_txt/ct_419.txt,True,True,,False,False,,,,,,
ct_42,Development,cuad,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement_Option Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_42.pdf,True,CUAD_v1/full_contract_txt/ct_42.txt,True,True,CUAD_v1/contract_raw_html/ct_42.html,True,True,,,,,,
ct_420,Marketing,cuad,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement ,CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_420.PDF,True,CUAD_v1/full_contract_txt/ct_420.txt,True,True,,False,False,,,,,,
ct_421,Marketing,cuad,"Reinsurance Group of America, Incorporated - A_R REMARKETING  AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_421.PDF,True,CUAD_v1/full_contract_txt/ct_421.txt,True,True,,False,False,,,,,,
ct_422,Marketing,cuad,"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_422.PDF,True,CUAD_v1/full_contract_txt/ct_422.txt,True,True,,False,False,,,,,,
ct_423,Marketing,cuad,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Marketing/ct_423.PDF,True,CUAD_v1/full_contract_txt/ct_423.txt,True,True,,False,False,,,,,,
ct_424,Outsourcing,cuad,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_424.PDF,True,CUAD_v1/full_contract_txt/ct_424.txt,True,True,,False,False,,,,,,
ct_425,Outsourcing,cuad,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_425.PDF,True,CUAD_v1/full_contract_txt/ct_425.txt,True,True,CUAD_v1/contract_raw_html/ct_425.htm,True,True,,,,,,
ct_426,Outsourcing,cuad,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_426.PDF,True,CUAD_v1/full_contract_txt/ct_426.txt,True,True,,False,False,,,,,,
ct_427,Outsourcing,cuad,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_427.PDF,True,CUAD_v1/full_contract_txt/ct_427.txt,True,True,,False,False,,,,,,
ct_428,Outsourcing,cuad,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_428.PDF,True,CUAD_v1/full_contract_txt/ct_428.txt,True,True,,False,False,,,,,,
ct_429,Outsourcing,cuad,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_429.PDF,True,CUAD_v1/full_contract_txt/ct_429.txt,True,True,,False,False,,,,,,
ct_43,Development,cuad,HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_43.pdf,True,CUAD_v1/full_contract_txt/ct_43.txt,True,True,,False,False,,,,,,
ct_430,Outsourcing,cuad,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_430.PDF,True,CUAD_v1/full_contract_txt/ct_430.txt,True,True,,False,False,,,,,,
ct_431,Outsourcing,cuad,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_431.PDF,True,CUAD_v1/full_contract_txt/ct_431.txt,True,True,,False,False,,,,,,
ct_432,Outsourcing,cuad,"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc.",CUAD_v1/full_contract_pdf/Part_III/Outsourcing/ct_432.PDF,True,CUAD_v1/full_contract_txt/ct_432.txt,True,True,,False,False,,,,,,
ct_433,Promotion,cuad,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Promotion/ct_433.PDF,True,CUAD_v1/full_contract_txt/ct_433.txt,True,True,,False,False,,,,,,
ct_434,Promotion,cuad,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Promotion/ct_434.PDF,True,CUAD_v1/full_contract_txt/ct_434.txt,True,True,,False,False,,,,,,
ct_435,Reseller,cuad,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Reseller/ct_435.PDF,True,CUAD_v1/full_contract_txt/ct_435.txt,True,True,,False,False,,,,,,
ct_436,Reseller,cuad,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Reseller/ct_436.PDF,True,CUAD_v1/full_contract_txt/ct_436.txt,True,True,,False,False,,,,,,
ct_437,Reseller,cuad,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Reseller/ct_437.PDF,True,CUAD_v1/full_contract_txt/ct_437.txt,True,True,,False,False,,,,,,
ct_438,Service,cuad,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_438.PDF,True,CUAD_v1/full_contract_txt/ct_438.txt,True,True,,False,False,,,,,,
ct_439,Service,cuad,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_439.PDF,True,CUAD_v1/full_contract_txt/ct_439.txt,True,True,,False,False,,,,,,
ct_44,Development,cuad,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_44.pdf,True,CUAD_v1/full_contract_txt/ct_44.txt,True,True,,False,False,,,,,,
ct_440,Service,cuad,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_440.PDF,True,CUAD_v1/full_contract_txt/ct_440.txt,True,True,,False,False,,,,,,
ct_441,Service,cuad,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_441.PDF,True,CUAD_v1/full_contract_txt/ct_441.txt,True,True,,False,False,,,,,,
ct_442,Service,cuad,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",CUAD_v1/full_contract_pdf/Part_III/Service/ct_442.PDF,True,CUAD_v1/full_contract_txt/ct_442.txt,True,True,,False,False,,,,,,
ct_443,Service,cuad,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_443.PDF,True,CUAD_v1/full_contract_txt/ct_443.txt,True,True,,False,False,,,,,,
ct_444,Service,cuad,PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_444.PDF,True,CUAD_v1/full_contract_txt/ct_444.txt,True,True,,False,False,,,,,,
ct_445,Service,cuad,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_445.PDF,True,CUAD_v1/full_contract_txt/ct_445.txt,True,True,,False,False,,,,,,
ct_446,Service,cuad,SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_446.PDF,True,CUAD_v1/full_contract_txt/ct_446.txt,True,True,,False,False,,,,,,
ct_447,Service,cuad,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Service/ct_447.PDF,True,CUAD_v1/full_contract_txt/ct_447.txt,True,True,,False,False,,,,,,
ct_448,Service,cuad,TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_448.PDF,True,CUAD_v1/full_contract_txt/ct_448.txt,True,True,,False,False,,,,,,
ct_449,Service,cuad,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Service/ct_449.PDF,True,CUAD_v1/full_contract_txt/ct_449.txt,True,True,,False,False,,,,,,
ct_45,Development,cuad,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_45.pdf,True,CUAD_v1/full_contract_txt/ct_45.txt,True,True,,False,False,,,,,,
ct_450,Service,cuad,TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_450.PDF,True,CUAD_v1/full_contract_txt/ct_450.txt,True,True,,False,False,,,,,,
ct_451,Service,cuad,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Service/ct_451.PDF,True,CUAD_v1/full_contract_txt/ct_451.txt,True,True,CUAD_v1/contract_raw_html/ct_451.htm,True,True,,,,,,
ct_452,Sponsorship,cuad,"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_452.PDF,True,CUAD_v1/full_contract_txt/ct_452.txt,True,True,,False,False,,,,,,
ct_453,Sponsorship,cuad,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_453.PDF,True,CUAD_v1/full_contract_txt/ct_453.txt,True,True,,False,False,,,,,,
ct_454,Sponsorship,cuad,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_454.PDF,True,CUAD_v1/full_contract_txt/ct_454.txt,True,True,,False,False,,,,,,
ct_455,Sponsorship,cuad,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_455.PDF,True,CUAD_v1/full_contract_txt/ct_455.txt,True,True,,False,False,,,,,,
ct_456,Sponsorship,cuad,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_456.PDF,True,CUAD_v1/full_contract_txt/ct_456.txt,True,True,,False,False,,,,,,
ct_457,Sponsorship,cuad,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_457.PDF,True,CUAD_v1/full_contract_txt/ct_457.txt,True,True,,False,False,,,,,,
ct_458,Sponsorship,cuad,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_458.PDF,True,CUAD_v1/full_contract_txt/ct_458.txt,True,True,,False,False,,,,,,
ct_459,Sponsorship,cuad,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_459.PDF,True,CUAD_v1/full_contract_txt/ct_459.txt,True,True,,False,False,,,,,,
ct_46,Development,cuad,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_46.pdf,True,CUAD_v1/full_contract_txt/ct_46.txt,True,True,,False,False,,,,,,
ct_460,Sponsorship,cuad,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_460.PDF,True,CUAD_v1/full_contract_txt/ct_460.txt,True,True,,False,False,,,,,,
ct_461,Sponsorship,cuad,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_461.PDF,True,CUAD_v1/full_contract_txt/ct_461.txt,True,True,,False,False,,,,,,
ct_462,Sponsorship,cuad,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_462.PDF,True,CUAD_v1/full_contract_txt/ct_462.txt,True,True,,False,False,,,,,,
ct_463,Sponsorship,cuad,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_463.PDF,True,CUAD_v1/full_contract_txt/ct_463.txt,True,True,,False,False,,,,,,
ct_464,Sponsorship,cuad,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_464.PDF,True,CUAD_v1/full_contract_txt/ct_464.txt,True,True,,False,False,,,,,,
ct_465,Sponsorship,cuad,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_465.PDF,True,CUAD_v1/full_contract_txt/ct_465.txt,True,True,,False,False,,,,,,
ct_466,Sponsorship,cuad,PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_466.PDF,True,CUAD_v1/full_contract_txt/ct_466.txt,True,True,,False,False,,,,,,
ct_467,Sponsorship,cuad,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_467.PDF,True,CUAD_v1/full_contract_txt/ct_467.txt,True,True,,False,False,,,,,,
ct_468,Sponsorship,cuad,SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_468.PDF,True,CUAD_v1/full_contract_txt/ct_468.txt,True,True,,False,False,,,,,,
ct_469,Sponsorship,cuad,TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_469.PDF,True,CUAD_v1/full_contract_txt/ct_469.txt,True,True,,False,False,,,,,,
ct_47,Development,cuad,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_47.pdf,True,CUAD_v1/full_contract_txt/ct_47.txt,True,True,CUAD_v1/contract_raw_html/ct_47.htm,True,True,,,,,,
ct_470,Sponsorship,cuad,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_470.PDF,True,CUAD_v1/full_contract_txt/ct_470.txt,True,True,,False,False,,,,,,
ct_471,Sponsorship,cuad,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_471.PDF,True,CUAD_v1/full_contract_txt/ct_471.txt,True,True,,False,False,,,,,,
ct_472,Sponsorship,cuad,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",CUAD_v1/full_contract_pdf/Part_III/Sponsorship/ct_472.PDF,True,CUAD_v1/full_contract_txt/ct_472.txt,True,True,,False,False,,,,,,
ct_473,Strategic Alliance,cuad,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_473.PDF,True,CUAD_v1/full_contract_txt/ct_473.txt,True,True,,False,False,,,,,,
ct_474,Strategic Alliance,cuad,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_474.PDF,True,CUAD_v1/full_contract_txt/ct_474.txt,True,True,,False,False,,,,,,
ct_475,Strategic Alliance,cuad,CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_475.PDF,True,CUAD_v1/full_contract_txt/ct_475.txt,True,True,CUAD_v1/contract_raw_html/ct_475.html,True,True,,,,,,
ct_476,Strategic Alliance,cuad,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_476.PDF,True,CUAD_v1/full_contract_txt/ct_476.txt,True,True,,False,False,,,,,,
ct_477,Strategic Alliance,cuad,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_477.PDF,True,CUAD_v1/full_contract_txt/ct_477.txt,True,True,,False,False,,,,,,
ct_478,Strategic Alliance,cuad,ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_478.PDF,True,CUAD_v1/full_contract_txt/ct_478.txt,True,True,,False,False,,,,,,
ct_479,Strategic Alliance,cuad,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_479.PDF,True,CUAD_v1/full_contract_txt/ct_479.txt,True,True,,False,False,,,,,,
ct_48,Development,cuad,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,CUAD_v1/full_contract_pdf/Part_I/Development/ct_48.pdf,True,CUAD_v1/full_contract_txt/ct_48.txt,True,True,,False,False,,,,,,
ct_480,Strategic Alliance,cuad,"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_480.PDF,True,CUAD_v1/full_contract_txt/ct_480.txt,True,True,,False,False,,,,,,
ct_481,Strategic Alliance,cuad,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_481.PDF,True,CUAD_v1/full_contract_txt/ct_481.txt,True,True,,False,False,,,,,,
ct_482,Strategic Alliance,cuad,ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_482.PDF,True,CUAD_v1/full_contract_txt/ct_482.txt,True,True,,False,False,,,,,,
ct_483,Strategic Alliance,cuad,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_483.PDF,True,CUAD_v1/full_contract_txt/ct_483.txt,True,True,,False,False,,,,,,
ct_484,Strategic Alliance,cuad,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_484.PDF,True,CUAD_v1/full_contract_txt/ct_484.txt,True,True,,False,False,,,,,,
ct_485,Strategic Alliance,cuad,"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_485.PDF,True,CUAD_v1/full_contract_txt/ct_485.txt,True,True,,False,False,,,,,,
ct_486,Strategic Alliance,cuad,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_486.PDF,True,CUAD_v1/full_contract_txt/ct_486.txt,True,True,,False,False,,,,,,
ct_487,Strategic Alliance,cuad,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_487.PDF,True,CUAD_v1/full_contract_txt/ct_487.txt,True,True,,False,False,,,,,,
ct_488,Strategic Alliance,cuad,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_488.PDF,True,CUAD_v1/full_contract_txt/ct_488.txt,True,True,,False,False,,,,,,
ct_489,Strategic Alliance,cuad,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_489.PDF,True,CUAD_v1/full_contract_txt/ct_489.txt,True,True,,False,False,,,,,,
ct_49,Development,cuad,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,CUAD_v1/full_contract_pdf/Part_I/Development/ct_49.pdf,True,CUAD_v1/full_contract_txt/ct_49.txt,True,True,,False,False,,,,,,
ct_490,Strategic Alliance,cuad,PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_490.PDF,True,CUAD_v1/full_contract_txt/ct_490.txt,True,True,,False,False,,,,,,
ct_491,Strategic Alliance,cuad,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_491.PDF,True,CUAD_v1/full_contract_txt/ct_491.txt,True,True,,False,False,,,,,,
ct_492,Strategic Alliance,cuad,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Strategic Alliance/ct_492.PDF,True,CUAD_v1/full_contract_txt/ct_492.txt,True,True,,False,False,,,,,,
